Date,Scrip,Open,High,Low,Close,Volume
20230213,00DS30,2225.33687,2233.14739,2220.91095,2232.09011,4354190000
20230213,00DSES,1365.95281,1373.11112,1362.79037,1371.66061,4354190000
20230213,00DSEX,6256.15674,6274.43378,6244.72469,6270.87238,4354190000
20230213,1JANATAMF,6.1,6.1,6.1,6.1,2
20230213,1STPRIMFMF,14.6,14.6,14.2,14.2,87830
20230213,AAMRANET,61.2,64.7,60.4,64.1,2024269
20230213,AAMRATECH,32.5,35,32.5,34.3,235737
20230213,ABBANK,9.9,9.9,9.9,9.9,10388
20230213,ACI,260.2,260.2,260.2,260.2,42
20230213,ACIFORMULA,155,155,155,155,4763
20230213,ACMELAB,85,85,85,85,3149
20230213,ADNTEL,110,120.8,110,119.6,765374
20230213,ADVENT,23.9,24.2,23.6,24,631648
20230213,AFTABAUTO,24.5,24.5,24.5,24.5,509
20230213,AGNISYSL,22.9,23.1,22.9,22.9,353678
20230213,AGRANINS,36.7,36.7,36.3,36.3,9116
20230213,AL-HAJTEX,141,154.6,141,149.6,707852
20230213,ALARABANK,23.6,23.6,23.6,23.6,2500
20230213,ALIF,13.3,13.3,13.3,13.3,10
20230213,ALLTEX,18.5,18.5,18.5,18.5,4
20230213,AMANFEED,33.5,33.5,33.5,33.5,250
20230213,AMBEEPHA,476,484.3,475.2,475.4,3585
20230213,AMCL(PRAN),254,257.2,248.9,255.5,19215
20230213,ANLIMAYARN,30.5,32,30.5,31.4,25186
20230213,ANWARGALV,213.3,213.3,213.3,213.3,10602
20230213,AOL,36.5,36.5,36.5,36.5,300
20230213,APEXFOODS,285.1,298,285.1,294.7,110310
20230213,APEXFOOT,299.9,325.7,295.3,325.7,627392
20230213,APEXSPINN,116.2,127.7,115.1,126.8,134751
20230213,APEXTANRY,103,106,103,105.4,11568
20230213,APOLOISPAT,8.2,8.2,8.2,8.2,10
20230213,APSCLBOND,5500,5500,5500,5500,1
20230213,ARAMIT,270.7,270.7,270.7,270.7,8737
20230213,ASIAINS,49.3,49.8,49,49.5,73116
20230213,ASIAPACINS,46.1,47,45.7,45.8,6493
20230213,ATLASBANG,104.2,104.2,104.2,104.2,25
20230213,AZIZPIPES,86,86,86,86,11770
20230213,BANGAS,113.2,113.2,113.2,113.2,310
20230213,BARKAPOWER,21.3,21.3,21.3,21.3,100
20230213,BATASHOE,940,949.5,936.5,944.5,459
20230213,BATBC,518.7,518.7,518.7,518.7,2369
20230213,BBS,21.6,21.6,21.6,21.6,12000
20230213,BBSCABLES,49.9,49.9,49.9,49.9,501
20230213,BDAUTOCA,121.5,121.5,121.5,121.5,7017
20230213,BDCOM,40.8,40.8,40.8,40.8,97136
20230213,BDLAMPS,252.2,254.9,252.2,252.7,71352
20230213,BDTHAI,13.8,13.8,13.8,13.8,4806
20230213,BDTHAIFOOD,39,39,38.2,38.5,279521
20230213,BDWELDING,29,29,28.7,28.7,51195
20230213,BEACHHATCH,35.3,35.9,35.1,35.1,1168073
20230213,BEACONPHAR,301.1,308.8,295.6,305.7,202732
20230213,BENGALWTL,35.4,36.6,34.5,36.4,1200711
20230213,BERGERPBL,1711.6,1730,1711.6,1722.3,536
20230213,BEXGSUKUK,85,85,85,85,10310
20230213,BEXIMCO,115.6,115.6,115.6,115.6,4120
20230213,BGIC,64.9,65.4,62.2,64,85738
20230213,BNICL,57.8,58.9,57.5,58.1,136270
20230213,BPML,80.6,84.4,79.5,83.9,1170592
20230213,BPPL,29.3,29.3,29.3,29.3,100
20230213,BRACBANK,38.5,38.5,38.5,38.5,148
20230213,BSC,137.6,140.9,136.3,140.1,2016122
20230213,BSCCL,218.9,218.9,218.9,218.9,1233
20230213,BSRMSTEEL,63.9,63.9,63.9,63.9,7
20230213,BXPHARMA,146.2,147.9,146.2,147.2,295818
20230213,CAPMIBBLMF,10.6,10.6,10.6,10.6,3006
20230213,CENTRALINS,37.8,37.8,37.5,37.5,3611
20230213,CENTRALPHL,10.6,10.6,10.6,10.6,24983
20230213,CITYBANK,21.8,21.8,21.8,21.8,32407
20230213,CITYGENINS,29.5,29.7,29.5,29.6,101702
20230213,CLICL,62,62.1,62,62,19257
20230213,CONFIDCEM,89,89,89,89,13
20230213,CONTININS,30.8,32.3,30.8,30.8,18464
20230213,COPPERTECH,36.9,36.9,36.9,36.9,116
20230213,CRYSTALINS,38.4,38.4,38.4,38.4,5261
20230213,DACCADYE,14.2,14.2,14.2,14.2,2416
20230213,DBH,57.8,57.8,57.8,57.8,128
20230213,DBH1STMF,6.9,6.9,6.9,6.9,5000
20230213,DELTALIFE,136.5,136.5,136.5,136.5,459
20230213,DESCO,36.6,36.6,36.6,36.6,197
20230213,DESHBANDHU,16.5,16.5,16.5,16.5,1280
20230213,DGIC,31.3,31.4,31.3,31.3,32282
20230213,DHAKABANK,13.3,13.3,13.2,13.2,184016
20230213,DHAKAINS,62.2,63.5,62.1,62.9,230280
20230213,DOMINAGE,17.2,17.2,17.2,17.2,12500
20230213,DOREENPWR,61,61,61,61,7
20230213,DSHGARME,110.3,110.3,109.7,109.7,9936
20230213,DSSL,17,17,17,17,793
20230213,DULAMIACOT,72.5,72.5,71.1,71.7,63
20230213,DUTCHBANGL,62.6,62.6,62.6,62.6,4150
20230213,EASTERNINS,49.7,49.7,49.7,49.7,5647
20230213,EASTLAND,25.2,25.2,25.2,25.2,5322
20230213,EASTRNLUB,1575.5,1577,1574.4,1574.4,1476
20230213,EBL,31.8,31.8,31.8,31.8,8740
20230213,EBLNRBMF,6.5,6.5,6.5,6.5,14800
20230213,ECABLES,185,193.2,185,192.3,51434
20230213,EGEN,47.5,48.2,46.7,48,199681
20230213,EHL,94,101.9,94,100.7,1262911
20230213,EIL,26.3,26.3,26.3,26.3,2281
20230213,EMERALDOIL,28.8,29.2,28.8,29,68518
20230213,EPGL,34.5,34.5,34.5,34.5,60
20230213,EXIM1STMF,5.8,5.8,5.8,5.8,66
20230213,EXIMBANK,10.4,10.4,10.4,10.4,123411
20230213,FAMILYTEX,4.9,4.9,4.9,4.9,10
20230213,FARCHEM,10.6,10.6,10.6,10.6,1000
20230213,FAREASTLIF,75,75.6,75,75,266602
20230213,FASFIN,5.8,5.8,5.8,5.8,500
20230213,FBFIF,5,5.1,5,5,891362
20230213,FEDERALINS,24.1,24.1,24.1,24.1,5444
20230213,FEKDIL,17.2,17.2,17.2,17.2,215
20230213,FINEFOODS,62.2,63,61.1,62.6,435082
20230213,FIRSTFIN,5.5,5.5,5.5,5.5,1012
20230213,FIRSTSBANK,9.8,9.8,9.8,9.8,16109
20230213,FORTUNE,75.7,75.7,75.7,75.7,1
20230213,FUWANGCER,17.4,17.4,17.4,17.4,11
20230213,FUWANGFOOD,23.5,23.5,23.5,23.5,50
20230213,GBBPOWER,16.1,16.1,16.1,16.1,8076
20230213,GEMINISEA,481.5,505.4,477.1,502.9,241036
20230213,GENEXIL,100.2,103.9,97.6,103.2,3555626
20230213,GENNEXT,6,6,6,6,118451
20230213,GHAIL,17.5,17.5,17.5,17.5,4000
20230213,GIB,9,9,9,9,1203
20230213,GLDNJMF,9.9,9.9,9.9,9.9,7
20230213,GLOBALINS,31.2,31.2,31.2,31.2,10365
20230213,GP,286.6,286.6,286.6,286.6,2943
20230213,GPHISPAT,44.8,44.8,44.8,44.8,2664
20230213,GQBALLPEN,84.7,84.7,83.9,83.9,4074
20230213,GREENDELT,65.2,65.6,65.1,65.3,65781
20230213,HAKKANIPUL,52.5,52.5,52.5,52.5,8626
20230213,HFL,18.5,18.5,18.5,18.5,52932
20230213,HRTEX,115.9,115.9,115.9,115.9,1
20230213,HWAWELLTEX,46.1,49.2,46.1,48.7,56447
20230213,IBNSINA,287,287,286.6,286.6,3241
20230213,IBP,18.1,18.1,18.1,18.1,55339
20230213,ICB,87.6,87.6,87.6,87.6,2400
20230213,ICB3RDNRB,6.9,6.9,6.9,6.9,15900
20230213,ICBAGRANI1,9.2,9.2,9.2,9.2,14900
20230213,ICBAMCL2ND,9.1,9.1,9.1,9.1,16200
20230213,ICBEPMF1S1,7.1,7.1,7.1,7.1,14900
20230213,ICICL,37.5,37.5,37.5,37.5,3657
20230213,IDLC,46.5,46.5,46.5,46.5,3680
20230213,IFADAUTOS,44.1,44.1,44.1,44.1,85
20230213,IFIC,11.5,11.5,11.5,11.5,57440
20230213,IFIC1STMF,5.1,5.1,5.1,5.1,10000
20230213,IMAMBUTTON,89.6,89.6,89.6,89.6,1
20230213,INDEXAGRO,103.6,103.6,103.6,103.6,201
20230213,INTECH,22.1,22.1,21.9,21.9,12642
20230213,INTRACO,33.3,34,32.1,33.8,2021004
20230213,IPDC,57.6,57.6,57.6,57.6,1718
20230213,ISLAMIBANK,33,33.2,33,33.2,180215
20230213,ISLAMICFIN,19.7,19.7,19.7,19.7,253
20230213,ISLAMIINS,43.8,43.8,40.4,40.5,9148
20230213,ISNLTD,45.4,45.4,45.4,45.4,3328
20230213,ITC,36,37.2,35.3,37.1,1026928
20230213,JAMUNABANK,21.3,21.3,21.3,21.3,359507
20230213,JAMUNAOIL,171,174,170.1,173.6,25387
20230213,JANATAINS,28.4,28.4,28.2,28.2,29945
20230213,JHRML,77.5,81.2,77.5,80.4,345680
20230213,JMISMDL,255.5,255.5,255.5,255.5,1030
20230213,JUTESPINN,242.8,242.8,242.8,242.8,1
20230213,KARNAPHULI,29.1,29.7,29.1,29.1,44861
20230213,KAY&QUE,236.8,243.9,235.2,239.9,19781
20230213,KBPPWBIL,10.1,10.1,10.1,10.1,15125
20230213,KDSALTD,77,77,77,77,1
20230213,KEYACOSMET,6.4,6.4,6.4,6.4,6358
20230213,KOHINOOR,435,448.9,433.3,445,26834
20230213,KPCL,26.6,26.6,26.6,26.6,559
20230213,KTL,23.7,23.7,23.7,23.7,1
20230213,LANKABAFIN,26,26,26,26,3001
20230213,LEGACYFOOT,43.1,43.1,43.1,43.1,31
20230213,LHBL,64.8,64.8,64.8,64.8,28486
20230213,LIBRAINFU,709.6,709.6,709.6,709.6,823
20230213,LINDEBD,1397.7,1397.7,1397.7,1397.7,13
20230213,LOVELLO,37.9,37.9,37.9,37.9,2
20230213,LRBDL,35.2,35.6,35.1,35.4,471289
20230213,MAKSONSPIN,22.3,22.3,22.3,22.3,7370
20230213,MALEKSPIN,27.1,27.1,27.1,27.1,150
20230213,MARICO,2421.5,2421.5,2421.5,2421.5,114
20230213,MBL1STMF,6.6,6.6,6.6,6.6,1199
20230213,MEGCONMILK,30.9,30.9,30.9,30.9,101135
20230213,MEGHNACEM,60.8,63.5,60.8,60.9,1249
20230213,MEGHNAINS,32.8,32.8,32.8,32.8,3304
